date,time,temperature_F,humidity_%,pressure_in,condition
26/1/2024,6:00 PM,81 °F,84%,29.84 in,Mostly Cloudy
26/1/2024,6:30 PM,81 °F,84%,29.84 in,Mostly Cloudy
26/1/2024,7:00 PM,81 °F,84%,29.84 in,Mostly Cloudy
26/1/2024,7:30 PM,79 °F,89%,29.87 in,Mostly Cloudy
26/1/2024,8:00 PM,79 °F,89%,29.87 in,Mostly Cloudy
26/1/2024,8:30 PM,79 °F,89%,29.87 in,Mostly Cloudy
26/1/2024,9:00 PM,79 °F,89%,29.90 in,Mostly Cloudy
26/1/2024,9:30 PM,79 °F,89%,29.90 in,Mostly Cloudy
26/1/2024,10:00 PM,79 °F,89%,29.90 in,Light Rain
26/1/2024,10:30 PM,79 °F,89%,29.90 in,Mostly Cloudy
26/1/2024,11:00 PM,79 °F,89%,29.90 in,Mostly Cloudy
26/1/2024,11:30 PM,79 °F,89%,29.90 in,Mostly Cloudy
27/1/2024,12:00 AM,79 °F,89%,29.90 in,Mostly Cloudy
27/1/2024,12:30 AM,77 °F,94%,29.90 in,Mostly Cloudy
27/1/2024,1:00 AM,77 °F,94%,29.90 in,Mostly Cloudy
27/1/2024,1:30 AM,75 °F,94%,29.90 in,Mostly Cloudy
27/1/2024,2:00 AM,75 °F,94%,29.90 in,Mostly Cloudy
27/1/2024,2:30 AM,75 °F,94%,29.87 in,Mostly Cloudy
27/1/2024,3:00 AM,75 °F,100%,29.87 in,Mostly Cloudy
27/1/2024,3:30 AM,75 °F,94%,29.84 in,Mostly Cloudy
27/1/2024,4:00 AM,75 °F,94%,29.84 in,Mostly Cloudy
27/1/2024,4:30 AM,75 °F,94%,29.84 in,Mostly Cloudy
27/1/2024,5:00 AM,73 °F,100%,29.84 in,Partly Cloudy
27/1/2024,5:30 AM,73 °F,100%,29.84 in,Mostly Cloudy
27/1/2024,6:00 AM,75 °F,94%,29.84 in,Mostly Cloudy
27/1/2024,6:30 AM,75 °F,94%,29.84 in,Mostly Cloudy
27/1/2024,7:00 AM,75 °F,94%,29.84 in,Mostly Cloudy
27/1/2024,7:30 AM,77 °F,94%,29.84 in,Partly Cloudy
27/1/2024,8:00 AM,81 °F,89%,29.87 in,Partly Cloudy
27/1/2024,8:30 AM,82 °F,84%,29.87 in,Partly Cloudy
27/1/2024,9:00 AM,82 °F,84%,29.90 in,Partly Cloudy
27/1/2024,9:30 AM,84 °F,79%,29.90 in,Partly Cloudy
27/1/2024,10:00 AM,84 °F,74%,29.90 in,Partly Cloudy
27/1/2024,10:30 AM,84 °F,79%,29.90 in,Partly Cloudy
27/1/2024,11:00 AM,82 °F,79%,29.90 in,Showers in the Vicinity
27/1/2024,11:30 AM,88 °F,70%,29.87 in,Partly Cloudy
27/1/2024,12:00 PM,88 °F,70%,29.87 in,Partly Cloudy
27/1/2024,1:00 PM,90 °F,62%,29.84 in,Partly Cloudy / Windy
27/1/2024,1:30 PM,88 °F,66%,29.84 in,Partly Cloudy
27/1/2024,2:00 PM,88 °F,66%,29.81 in,Partly Cloudy
27/1/2024,2:30 PM,88 °F,62%,29.81 in,Partly Cloudy
27/1/2024,3:00 PM,88 °F,66%,29.81 in,Partly Cloudy
27/1/2024,3:30 PM,86 °F,70%,29.79 in,Partly Cloudy
27/1/2024,4:00 PM,86 °F,66%,29.79 in,Partly Cloudy
27/1/2024,4:30 PM,86 °F,66%,29.79 in,Partly Cloudy
27/1/2024,5:00 PM,86 °F,70%,29.79 in,Fair
27/1/2024,5:30 PM,84 °F,70%,29.81 in,Fair
27/1/2024,6:00 PM,82 °F,79%,29.81 in,Light Rain
27/1/2024,6:30 PM,79 °F,83%,29.81 in,Mostly Cloudy
27/1/2024,7:00 PM,79 °F,83%,29.84 in,Partly Cloudy
27/1/2024,7:30 PM,79 °F,83%,29.84 in,Partly Cloudy
27/1/2024,8:00 PM,79 °F,83%,29.87 in,Fair
27/1/2024,8:30 PM,79 °F,83%,29.87 in,Fair
27/1/2024,9:00 PM,77 °F,89%,29.87 in,Partly Cloudy
27/1/2024,9:30 PM,77 °F,89%,29.87 in,Fair
27/1/2024,10:00 PM,77 °F,89%,29.90 in,Fair
27/1/2024,10:30 PM,75 °F,94%,29.90 in,Fair
27/1/2024,11:00 PM,75 °F,94%,29.90 in,Fair
27/1/2024,11:30 PM,75 °F,94%,29.90 in,Fair
28/1/2024,12:00 AM,73 °F,100%,29.90 in,Fair
28/1/2024,12:30 AM,75 °F,94%,29.87 in,Fair
28/1/2024,1:00 AM,75 °F,94%,29.87 in,Fair
28/1/2024,1:30 AM,75 °F,94%,29.87 in,Fair
28/1/2024,2:00 AM,75 °F,94%,29.87 in,Fair
28/1/2024,2:30 AM,73 °F,100%,29.84 in,Fair
28/1/2024,3:00 AM,75 °F,94%,29.84 in,Fair
28/1/2024,3:30 AM,75 °F,94%,29.84 in,Fair
28/1/2024,4:00 AM,75 °F,94%,29.84 in,Fair
28/1/2024,4:30 AM,75 °F,94%,29.84 in,Fair
28/1/2024,5:00 AM,75 °F,94%,29.84 in,Fair
28/1/2024,5:30 AM,75 °F,94%,29.84 in,Fair
28/1/2024,6:00 AM,75 °F,94%,29.84 in,Fair
28/1/2024,6:30 AM,75 °F,94%,29.84 in,Fair
28/1/2024,7:00 AM,73 °F,94%,29.84 in,Fair
28/1/2024,7:30 AM,75 °F,94%,29.87 in,Fair
28/1/2024,8:00 AM,79 °F,89%,29.87 in,Fair
28/1/2024,8:30 AM,81 °F,84%,29.90 in,Fair
28/1/2024,9:00 AM,81 °F,84%,29.90 in,Fair
28/1/2024,9:30 AM,82 °F,84%,29.90 in,Partly Cloudy
28/1/2024,10:00 AM,84 °F,74%,29.93 in,Partly Cloudy
28/1/2024,10:30 AM,84 °F,79%,29.90 in,Partly Cloudy
28/1/2024,11:00 AM,86 °F,70%,29.90 in,Partly Cloudy
28/1/2024,11:30 AM,88 °F,70%,29.90 in,Partly Cloudy
28/1/2024,12:00 PM,86 °F,70%,29.87 in,Partly Cloudy
28/1/2024,12:30 PM,90 °F,62%,29.87 in,Partly Cloudy
28/1/2024,1:00 PM,90 °F,62%,29.84 in,Partly Cloudy
28/1/2024,1:30 PM,90 °F,62%,29.84 in,Partly Cloudy
28/1/2024,2:00 PM,88 °F,66%,29.81 in,Partly Cloudy
28/1/2024,2:30 PM,86 °F,66%,29.81 in,Mostly Cloudy
28/1/2024,3:00 PM,88 °F,66%,29.79 in,Partly Cloudy
28/1/2024,3:30 PM,90 °F,59%,29.79 in,Fair
28/1/2024,4:00 PM,88 °F,62%,29.79 in,Fair
28/1/2024,4:30 PM,88 °F,62%,29.79 in,Fair
28/1/2024,5:00 PM,86 °F,70%,29.79 in,Fair
28/1/2024,5:30 PM,84 °F,70%,29.79 in,Fair
28/1/2024,6:00 PM,82 °F,74%,29.81 in,Fair
28/1/2024,6:30 PM,82 °F,74%,29.81 in,Fair
28/1/2024,7:00 PM,81 °F,79%,29.81 in,Fair
28/1/2024,7:30 PM,81 °F,79%,29.84 in,Fair
28/1/2024,8:00 PM,81 °F,79%,29.84 in,Fair
28/1/2024,8:30 PM,79 °F,83%,29.87 in,Fair
28/1/2024,9:00 PM,79 °F,83%,29.87 in,Fair
28/1/2024,9:30 PM,79 °F,83%,29.90 in,Fair
28/1/2024,10:00 PM,79 °F,83%,29.90 in,Fair
28/1/2024,10:30 PM,77 °F,89%,29.90 in,Fair
28/1/2024,11:00 PM,75 °F,94%,29.90 in,Fair
28/1/2024,11:30 PM,75 °F,94%,29.87 in,Fair
29/1/2024,12:00 AM,77 °F,89%,29.87 in,Fair
29/1/2024,12:30 AM,75 °F,94%,29.87 in,Fair
29/1/2024,1:00 AM,77 °F,89%,29.87 in,Fair
29/1/2024,1:30 AM,77 °F,89%,29.87 in,Fair
29/1/2024,2:00 AM,77 °F,89%,29.84 in,Fair
29/1/2024,2:30 AM,77 °F,89%,29.84 in,Fair
29/1/2024,3:00 AM,77 °F,89%,29.84 in,Fair
29/1/2024,3:30 AM,77 °F,89%,29.84 in,Fair
29/1/2024,4:00 AM,75 °F,94%,29.84 in,Mostly Cloudy
29/1/2024,4:30 AM,75 °F,89%,29.84 in,Mostly Cloudy
29/1/2024,5:00 AM,73 °F,94%,29.84 in,Partly Cloudy
29/1/2024,5:30 AM,75 °F,94%,29.84 in,Mostly Cloudy
29/1/2024,6:00 AM,75 °F,94%,29.84 in,Mostly Cloudy
29/1/2024,6:30 AM,75 °F,94%,29.87 in,Light Rain
29/1/2024,7:00 AM,75 °F,94%,29.87 in,Light Rain
29/1/2024,7:30 AM,75 °F,94%,29.87 in,Mostly Cloudy
29/1/2024,8:00 AM,77 °F,89%,29.90 in,Partly Cloudy
29/1/2024,8:30 AM,81 °F,84%,29.90 in,Fair
29/1/2024,9:00 AM,82 °F,84%,29.90 in,Partly Cloudy
29/1/2024,9:30 AM,82 °F,84%,29.90 in,Mostly Cloudy
29/1/2024,10:00 AM,82 °F,84%,29.90 in,Mostly Cloudy
29/1/2024,10:30 AM,86 °F,74%,29.90 in,Mostly Cloudy
29/1/2024,11:00 AM,88 °F,70%,29.87 in,Mostly Cloudy
29/1/2024,11:30 AM,86 °F,70%,29.87 in,Partly Cloudy
29/1/2024,12:00 PM,90 °F,66%,29.87 in,Partly Cloudy
29/1/2024,12:30 PM,88 °F,66%,29.84 in,Partly Cloudy
29/1/2024,1:00 PM,90 °F,59%,29.84 in,Partly Cloudy
29/1/2024,1:30 PM,88 °F,62%,29.81 in,Partly Cloudy
29/1/2024,2:00 PM,90 °F,59%,29.81 in,Fair
29/1/2024,2:30 PM,90 °F,55%,29.79 in,Fair
29/1/2024,3:00 PM,88 °F,62%,29.79 in,Fair
29/1/2024,3:30 PM,88 °F,62%,29.79 in,Fair
29/1/2024,4:00 PM,88 °F,58%,29.79 in,Fair
29/1/2024,4:30 PM,86 °F,66%,29.79 in,Fair
29/1/2024,5:00 PM,86 °F,66%,29.76 in,Fair
29/1/2024,5:30 PM,84 °F,66%,29.79 in,Fair
29/1/2024,6:00 PM,84 °F,66%,29.79 in,Fair
29/1/2024,6:30 PM,82 °F,70%,29.79 in,Fair
29/1/2024,7:00 PM,81 °F,79%,29.81 in,Fair
29/1/2024,7:30 PM,81 °F,79%,29.81 in,Fair
29/1/2024,8:00 PM,81 °F,79%,29.81 in,Fair
29/1/2024,8:30 PM,79 °F,83%,29.84 in,Fair
29/1/2024,9:00 PM,79 °F,83%,29.84 in,Fair
29/1/2024,9:30 PM,79 °F,83%,29.87 in,Fair
29/1/2024,10:00 PM,79 °F,83%,29.87 in,Fair
29/1/2024,10:30 PM,79 °F,83%,29.87 in,Fair
29/1/2024,11:00 PM,79 °F,83%,29.87 in,Fair
29/1/2024,11:30 PM,77 °F,89%,29.87 in,Fair
30/1/2024,12:00 AM,77 °F,89%,29.87 in,Fair
30/1/2024,12:30 AM,77 °F,89%,29.87 in,Mostly Cloudy
30/1/2024,1:00 AM,79 °F,83%,29.87 in,Mostly Cloudy
30/1/2024,1:30 AM,77 °F,89%,29.87 in,Partly Cloudy
30/1/2024,2:00 AM,77 °F,89%,29.87 in,Mostly Cloudy
30/1/2024,2:30 AM,77 °F,89%,29.87 in,Mostly Cloudy
30/1/2024,3:00 AM,77 °F,89%,29.84 in,Mostly Cloudy
30/1/2024,3:30 AM,77 °F,89%,29.84 in,Mostly Cloudy
30/1/2024,4:00 AM,77 °F,89%,29.84 in,Mostly Cloudy
30/1/2024,4:30 AM,77 °F,89%,29.84 in,Mostly Cloudy
30/1/2024,5:00 AM,75 °F,94%,29.84 in,Partly Cloudy
30/1/2024,5:30 AM,75 °F,89%,29.84 in,Partly Cloudy
30/1/2024,6:00 AM,73 °F,94%,29.84 in,Fair
30/1/2024,6:30 AM,75 °F,94%,29.84 in,Fair
30/1/2024,7:00 AM,73 °F,94%,29.84 in,Fair
30/1/2024,7:30 AM,75 °F,94%,29.87 in,Fair
30/1/2024,8:00 AM,79 °F,89%,29.87 in,Fair
30/1/2024,8:30 AM,81 °F,84%,29.87 in,Fair
30/1/2024,9:00 AM,82 °F,84%,29.87 in,Fair
30/1/2024,9:30 AM,82 °F,79%,29.90 in,Fair
30/1/2024,10:00 AM,84 °F,79%,29.87 in,Partly Cloudy
30/1/2024,10:30 AM,86 °F,74%,29.87 in,Partly Cloudy
30/1/2024,11:00 AM,90 °F,62%,29.87 in,Partly Cloudy
30/1/2024,11:30 AM,88 °F,66%,29.87 in,Partly Cloudy
30/1/2024,12:00 PM,90 °F,62%,29.84 in,Partly Cloudy
30/1/2024,12:30 PM,90 °F,62%,29.84 in,Fair
30/1/2024,1:00 PM,90 °F,55%,29.84 in,Fair
30/1/2024,1:30 PM,91 °F,52%,29.81 in,Fair
30/1/2024,2:00 PM,91 °F,52%,29.79 in,Fair
30/1/2024,2:30 PM,91 °F,49%,29.79 in,Fair
30/1/2024,3:00 PM,90 °F,55%,29.79 in,Fair
30/1/2024,3:30 PM,90 °F,52%,29.79 in,Fair
30/1/2024,4:00 PM,90 °F,52%,29.76 in,Fair
30/1/2024,4:30 PM,90 °F,55%,29.79 in,Fair
30/1/2024,5:00 PM,86 °F,62%,29.79 in,Fair
30/1/2024,5:30 PM,86 °F,62%,29.79 in,Fair
30/1/2024,6:00 PM,84 °F,66%,29.79 in,Fair
30/1/2024,6:30 PM,82 °F,70%,29.81 in,Fair
30/1/2024,7:00 PM,82 °F,70%,29.81 in,Fair
30/1/2024,7:30 PM,81 °F,79%,29.81 in,Fair
30/1/2024,8:00 PM,81 °F,79%,29.84 in,Fair
30/1/2024,8:30 PM,79 °F,83%,29.84 in,Fair
30/1/2024,9:00 PM,81 °F,79%,29.87 in,Fair
30/1/2024,9:30 PM,79 °F,83%,29.87 in,Fair
30/1/2024,10:00 PM,77 °F,89%,29.87 in,Fair
30/1/2024,10:30 PM,77 °F,89%,29.87 in,Fair
30/1/2024,11:00 PM,75 °F,94%,29.87 in,Fair
30/1/2024,11:30 PM,75 °F,94%,29.87 in,Fair
31/1/2024,12:00 AM,75 °F,94%,29.87 in,Fair
31/1/2024,12:30 AM,77 °F,89%,29.87 in,Fair
31/1/2024,1:00 AM,75 °F,94%,29.87 in,Fair
31/1/2024,1:30 AM,75 °F,89%,29.87 in,Fair
31/1/2024,2:00 AM,75 °F,89%,29.84 in,Fair
31/1/2024,2:30 AM,73 °F,94%,29.84 in,Fair
31/1/2024,3:00 AM,73 °F,94%,29.84 in,Fair
31/1/2024,3:30 AM,73 °F,94%,29.81 in,Fair
31/1/2024,4:00 AM,73 °F,94%,29.81 in,Fair
31/1/2024,4:30 AM,73 °F,94%,29.81 in,Fair
31/1/2024,5:00 AM,73 °F,94%,29.84 in,Fair
31/1/2024,5:30 AM,73 °F,94%,29.84 in,Fair
31/1/2024,6:00 AM,73 °F,94%,29.84 in,Partly Cloudy
31/1/2024,6:30 AM,73 °F,94%,29.84 in,Partly Cloudy
31/1/2024,7:00 AM,73 °F,100%,29.84 in,Partly Cloudy
31/1/2024,7:30 AM,75 °F,100%,29.87 in,Partly Cloudy
31/1/2024,8:00 AM,79 °F,94%,29.87 in,Partly Cloudy
31/1/2024,8:30 AM,81 °F,89%,29.87 in,Fair
31/1/2024,9:00 AM,82 °F,84%,29.87 in,Partly Cloudy
31/1/2024,9:30 AM,82 °F,84%,29.87 in,Partly Cloudy
31/1/2024,10:00 AM,86 °F,74%,29.87 in,Partly Cloudy
31/1/2024,10:30 AM,88 °F,70%,29.87 in,Partly Cloudy
31/1/2024,11:00 AM,86 °F,70%,29.87 in,Partly Cloudy
31/1/2024,11:30 AM,88 °F,66%,29.87 in,Partly Cloudy
31/1/2024,12:00 PM,90 °F,62%,29.84 in,Partly Cloudy
31/1/2024,12:30 PM,90 °F,62%,29.84 in,Partly Cloudy
31/1/2024,1:00 PM,90 °F,59%,29.81 in,Partly Cloudy
31/1/2024,1:30 PM,90 °F,59%,29.81 in,Partly Cloudy
31/1/2024,2:00 PM,90 °F,55%,29.79 in,Partly Cloudy
31/1/2024,2:30 PM,90 °F,59%,29.79 in,Fair
31/1/2024,3:00 PM,90 °F,55%,29.79 in,Fair
31/1/2024,3:30 PM,90 °F,55%,29.76 in,Fair
31/1/2024,4:00 PM,90 °F,59%,29.76 in,Fair
31/1/2024,4:30 PM,88 °F,62%,29.76 in,Fair
31/1/2024,5:00 PM,88 °F,62%,29.76 in,Fair
31/1/2024,5:30 PM,86 °F,66%,29.79 in,Fair
31/1/2024,6:00 PM,84 °F,70%,29.79 in,Fair
31/1/2024,6:30 PM,82 °F,74%,29.79 in,Fair
31/1/2024,7:00 PM,82 °F,74%,29.79 in,Fair
31/1/2024,7:30 PM,81 °F,79%,29.81 in,Fair
31/1/2024,8:00 PM,81 °F,79%,29.81 in,Fair
31/1/2024,8:30 PM,81 °F,84%,29.84 in,Fair
31/1/2024,9:00 PM,79 °F,89%,29.84 in,Fair
31/1/2024,9:30 PM,79 °F,89%,29.84 in,Fair
31/1/2024,10:00 PM,79 °F,89%,29.84 in,Fair
31/1/2024,10:30 PM,77 °F,89%,29.84 in,Fair
31/1/2024,11:00 PM,77 °F,89%,29.87 in,Fair
31/1/2024,11:30 PM,77 °F,89%,29.84 in,Partly Cloudy
1/2/2024,12:00 AM,77 °F,89%,29.84 in,Partly Cloudy
1/2/2024,12:30 AM,77 °F,89%,29.84 in,Partly Cloudy
1/2/2024,1:00 AM,75 °F,94%,29.84 in,Partly Cloudy
1/2/2024,1:30 AM,75 °F,94%,29.84 in,Partly Cloudy
1/2/2024,2:00 AM,75 °F,94%,29.84 in,Partly Cloudy
1/2/2024,2:30 AM,75 °F,94%,29.84 in,Partly Cloudy
1/2/2024,3:00 AM,75 °F,94%,29.84 in,Partly Cloudy
1/2/2024,3:30 AM,75 °F,94%,29.81 in,Partly Cloudy
1/2/2024,4:00 AM,75 °F,94%,29.81 in,Partly Cloudy
1/2/2024,4:30 AM,75 °F,94%,29.81 in,Fair
1/2/2024,5:00 AM,75 °F,94%,29.81 in,Partly Cloudy
1/2/2024,5:30 AM,75 °F,94%,29.84 in,Partly Cloudy
1/2/2024,6:00 AM,75 °F,94%,29.84 in,Partly Cloudy
1/2/2024,6:30 AM,73 °F,100%,29.84 in,Fair
1/2/2024,7:00 AM,73 °F,100%,29.87 in,Fair
1/2/2024,7:30 AM,75 °F,94%,29.87 in,Fair
1/2/2024,8:00 AM,79 °F,94%,29.87 in,Fair
1/2/2024,8:30 AM,81 °F,89%,29.90 in,Fair
1/2/2024,9:00 AM,82 °F,84%,29.90 in,Partly Cloudy
1/2/2024,9:30 AM,84 °F,84%,29.90 in,Partly Cloudy
1/2/2024,10:00 AM,86 °F,79%,29.90 in,Partly Cloudy
1/2/2024,10:30 AM,84 °F,79%,29.90 in,Partly Cloudy
1/2/2024,11:00 AM,88 °F,70%,29.90 in,Partly Cloudy
1/2/2024,11:30 AM,88 °F,70%,29.87 in,Partly Cloudy
1/2/2024,12:00 PM,86 °F,70%,29.87 in,Partly Cloudy
1/2/2024,12:30 PM,86 °F,66%,29.87 in,Partly Cloudy
1/2/2024,1:00 PM,90 °F,62%,29.84 in,Partly Cloudy
1/2/2024,1:30 PM,90 °F,55%,29.84 in,Partly Cloudy
1/2/2024,2:00 PM,90 °F,59%,29.81 in,Partly Cloudy
1/2/2024,2:30 PM,90 °F,59%,29.81 in,Partly Cloudy
1/2/2024,3:00 PM,88 °F,62%,29.81 in,Partly Cloudy
1/2/2024,3:30 PM,88 °F,62%,29.79 in,Partly Cloudy
1/2/2024,4:00 PM,88 °F,62%,29.79 in,Partly Cloudy
1/2/2024,4:30 PM,88 °F,62%,29.79 in,Partly Cloudy
1/2/2024,5:00 PM,88 °F,58%,29.79 in,Partly Cloudy
1/2/2024,5:30 PM,86 °F,66%,29.79 in,Fair
1/2/2024,6:00 PM,84 °F,70%,29.79 in,Fair
1/2/2024,6:30 PM,82 °F,74%,29.79 in,Fair
1/2/2024,7:00 PM,81 °F,79%,29.81 in,Fair
1/2/2024,7:30 PM,81 °F,79%,29.81 in,Fair
1/2/2024,8:00 PM,81 °F,79%,29.84 in,Fair
1/2/2024,8:30 PM,79 °F,83%,29.84 in,Fair
1/2/2024,9:00 PM,79 °F,83%,29.84 in,Fair
1/2/2024,9:30 PM,79 °F,83%,29.84 in,Fair
1/2/2024,10:00 PM,77 °F,89%,29.84 in,Fair
1/2/2024,10:30 PM,77 °F,89%,29.84 in,Fair
1/2/2024,11:00 PM,77 °F,89%,29.84 in,Fair
1/2/2024,11:30 PM,77 °F,89%,29.84 in,Fair
2/2/2024,12:00 AM,75 °F,94%,29.84 in,Fair
2/2/2024,12:30 AM,75 °F,94%,29.84 in,Fair
2/2/2024,1:00 AM,75 °F,94%,29.84 in,Fair
2/2/2024,1:30 AM,75 °F,94%,29.81 in,Fair
2/2/2024,2:00 AM,75 °F,94%,29.81 in,Fair
2/2/2024,2:30 AM,75 °F,94%,29.81 in,Fair
2/2/2024,3:00 AM,75 °F,94%,29.81 in,Partly Cloudy
2/2/2024,3:30 AM,75 °F,94%,29.79 in,Partly Cloudy
2/2/2024,4:00 AM,73 °F,100%,29.79 in,Partly Cloudy
2/2/2024,4:30 AM,73 °F,100%,29.79 in,Partly Cloudy
2/2/2024,5:00 AM,73 °F,94%,29.79 in,Fair
2/2/2024,5:30 AM,73 °F,100%,29.81 in,Fair
2/2/2024,6:00 AM,73 °F,94%,29.81 in,Fair
2/2/2024,6:30 AM,73 °F,100%,29.81 in,Fair
2/2/2024,7:00 AM,73 °F,94%,29.81 in,Fair
2/2/2024,7:30 AM,75 °F,100%,29.84 in,Fair
2/2/2024,8:00 AM,77 °F,94%,29.84 in,Fair
2/2/2024,8:30 AM,81 °F,89%,29.84 in,Fair
2/2/2024,9:00 AM,82 °F,84%,29.87 in,Fair
2/2/2024,9:30 AM,84 °F,84%,29.87 in,Partly Cloudy
2/2/2024,10:00 AM,84 °F,79%,29.87 in,Partly Cloudy
2/2/2024,10:30 AM,88 °F,70%,29.87 in,Partly Cloudy
2/2/2024,11:00 AM,90 °F,66%,29.84 in,Partly Cloudy
2/2/2024,11:30 AM,88 °F,66%,29.84 in,Partly Cloudy
2/2/2024,12:00 PM,90 °F,66%,29.81 in,Partly Cloudy
2/2/2024,12:30 PM,90 °F,62%,29.81 in,Partly Cloudy
2/2/2024,1:00 PM,88 °F,66%,29.81 in,Partly Cloudy
2/2/2024,1:30 PM,90 °F,62%,29.79 in,Partly Cloudy
2/2/2024,2:00 PM,90 °F,62%,29.79 in,Partly Cloudy
2/2/2024,2:30 PM,90 °F,62%,29.79 in,Partly Cloudy
2/2/2024,3:00 PM,88 °F,62%,29.76 in,Partly Cloudy
2/2/2024,3:30 PM,90 °F,62%,29.76 in,Partly Cloudy
2/2/2024,4:00 PM,90 °F,62%,29.73 in,Fair
2/2/2024,4:30 PM,88 °F,62%,29.73 in,Fair
2/2/2024,5:00 PM,88 °F,62%,29.73 in,Fair
2/2/2024,5:30 PM,86 °F,66%,29.76 in,Fair
2/2/2024,6:00 PM,84 °F,70%,29.76 in,Fair
2/2/2024,6:30 PM,82 °F,74%,29.79 in,Fair
2/2/2024,7:00 PM,82 °F,74%,29.79 in,Fair
2/2/2024,7:30 PM,81 °F,79%,29.81 in,Fair
2/2/2024,8:00 PM,81 °F,84%,29.81 in,Fair
2/2/2024,8:30 PM,79 °F,89%,29.81 in,Fair
2/2/2024,9:00 PM,79 °F,83%,29.81 in,Fair
2/2/2024,9:30 PM,77 °F,89%,29.84 in,Fair
2/2/2024,10:00 PM,77 °F,94%,29.84 in,Fair
2/2/2024,10:30 PM,77 °F,89%,29.84 in,Fair
2/2/2024,11:00 PM,77 °F,89%,29.84 in,Fair
2/2/2024,11:30 PM,77 °F,94%,29.84 in,Partly Cloudy
3/2/2024,12:00 AM,77 °F,94%,29.84 in,Fair
3/2/2024,12:30 AM,77 °F,89%,29.84 in,Fair
3/2/2024,1:00 AM,75 °F,94%,29.84 in,Fair
3/2/2024,1:30 AM,75 °F,94%,29.84 in,Fair
3/2/2024,2:00 AM,75 °F,94%,29.81 in,Fair
3/2/2024,2:30 AM,75 °F,94%,29.81 in,Fair
3/2/2024,3:00 AM,75 °F,94%,29.81 in,Fair
3/2/2024,3:30 AM,75 °F,94%,29.81 in,Fair
3/2/2024,4:00 AM,73 °F,100%,29.79 in,Fair
3/2/2024,4:30 AM,73 °F,100%,29.81 in,Fair
3/2/2024,5:00 AM,73 °F,100%,29.81 in,Fair
3/2/2024,5:30 AM,73 °F,100%,29.81 in,Fair
3/2/2024,6:00 AM,73 °F,100%,29.81 in,Fair
3/2/2024,6:30 AM,73 °F,100%,29.81 in,Fair
3/2/2024,7:00 AM,73 °F,100%,29.84 in,Fair
3/2/2024,7:30 AM,75 °F,94%,29.84 in,Fair
3/2/2024,8:00 AM,79 °F,94%,29.84 in,Fair
3/2/2024,8:30 AM,81 °F,89%,29.87 in,Fair
3/2/2024,9:00 AM,82 °F,84%,29.87 in,Fair
3/2/2024,9:30 AM,84 °F,84%,29.87 in,Fair
3/2/2024,10:00 AM,86 °F,79%,29.87 in,Partly Cloudy
3/2/2024,10:30 AM,86 °F,74%,29.87 in,Partly Cloudy
3/2/2024,11:00 AM,90 °F,70%,29.87 in,Partly Cloudy
3/2/2024,11:30 AM,90 °F,62%,29.87 in,Partly Cloudy
3/2/2024,12:00 PM,91 °F,59%,29.84 in,Partly Cloudy
3/2/2024,12:30 PM,91 °F,55%,29.84 in,Partly Cloudy
3/2/2024,1:00 PM,91 °F,55%,29.81 in,Partly Cloudy
3/2/2024,1:30 PM,90 °F,59%,29.81 in,Partly Cloudy
3/2/2024,2:00 PM,91 °F,55%,29.79 in,Partly Cloudy
3/2/2024,2:30 PM,91 °F,52%,29.79 in,Partly Cloudy
3/2/2024,3:00 PM,90 °F,59%,29.76 in,Partly Cloudy
3/2/2024,3:30 PM,90 °F,59%,29.76 in,Partly Cloudy
3/2/2024,4:00 PM,91 °F,55%,29.76 in,Partly Cloudy
3/2/2024,4:30 PM,90 °F,62%,29.76 in,Partly Cloudy
3/2/2024,5:00 PM,88 °F,66%,29.76 in,Partly Cloudy
3/2/2024,5:30 PM,86 °F,70%,29.76 in,Partly Cloudy
3/2/2024,6:00 PM,84 °F,74%,29.76 in,Partly Cloudy
3/2/2024,6:30 PM,82 °F,79%,29.79 in,Fair
3/2/2024,7:00 PM,82 °F,79%,29.79 in,Fair
3/2/2024,7:30 PM,81 °F,84%,29.81 in,Fair
3/2/2024,8:00 PM,81 °F,84%,29.81 in,Fair
3/2/2024,8:30 PM,81 °F,84%,29.81 in,Fair
3/2/2024,9:00 PM,79 °F,83%,29.84 in,Fair
3/2/2024,9:30 PM,77 °F,89%,29.84 in,Fair
3/2/2024,10:00 PM,77 °F,89%,29.84 in,Fair
3/2/2024,10:30 PM,77 °F,89%,29.87 in,Fair
3/2/2024,11:00 PM,75 °F,94%,29.87 in,Fair
3/2/2024,11:30 PM,75 °F,94%,29.87 in,Fair
4/2/2024,12:00 AM,75 °F,94%,29.87 in,Fair
4/2/2024,12:30 AM,75 °F,94%,29.87 in,Fair
4/2/2024,1:00 AM,75 °F,94%,29.84 in,Partly Cloudy
4/2/2024,1:30 AM,75 °F,94%,29.84 in,Partly Cloudy
4/2/2024,2:00 AM,75 °F,94%,29.84 in,Partly Cloudy
4/2/2024,2:30 AM,75 °F,94%,29.84 in,Fair
4/2/2024,3:00 AM,75 °F,94%,29.81 in,Fair
4/2/2024,3:30 AM,73 °F,100%,29.81 in,Partly Cloudy
4/2/2024,4:00 AM,75 °F,94%,29.81 in,Partly Cloudy
4/2/2024,4:30 AM,73 °F,94%,29.81 in,Fair
4/2/2024,5:00 AM,73 °F,94%,29.81 in,Fair
